ORG_ID,PC_ID,PORT_ID,PORT_MAP,PORT_STATUS,PORT_NAME
ORG_f2881e70,PC_f65d9fa7,PORT_4d9b9daa,1-1,Free,Empty USB Port
ORG_f2881e70,PC_f65d9fa7,PORT_6a2a07b6,1-2,Used,2.4G wireless USB Device
ORG_f2881e70,PC_f65d9fa7,PORT_9c09c8fe,1-5,Free,Empty USB Port
